,Case Number,Area of Impact,Standard of Evenidence,Event Number,Vehicle 1,Vehicle 2
5,60171,Not Reported,Tree (Standing Only),6,1,9999
0,60174,Non-Harmful Event,Cross Centerline,1,1,5555
1,60174,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,60174,12 Clock Point,Wall,3,1,9999
3,60174,12 Clock Point,Fence,4,1,9999
4,60174,12 Clock Point,"Other Post, Other Pole or Other Supports",5,1,9999
5,60174,12 Clock Point,"Other Post, Other Pole or Other Supports",6,1,9999
6,60174,12 Clock Point,Fence,7,1,9999
7,60174,12 Clock Point,Building,8,1,9999
0,60175,Right,Motor Vehicle In-Transport ,1,1,2
1,60175,Non-Harmful Event,End Departure,2,1,9999
2,60175,12 Clock Point,Utility Pole/Light Support,3,1,9999
0,60175,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,60175,Non-Harmful Event,Re-entering Roadway,2,1,9999
2,60175,Non-Harmful Event,Cross Centerline,3,1,9999
3,60175,Non-Harmful Event,Ran Off Roadway - Left,4,1,9999
4,60175,12 Clock Point,Fence,5,1,9999
5,60175,Unknown,Other Fixed Object,6,1,9999
0,60175,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,60176,12 Clock Point,Pedestrian,1,1,9999
0,60177,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60177,Not Reported,Motor Vehicle In-Transport ,2,2,3
2,60177,Non-Harmful Event,Ran Off Roadway - Right,3,2,5555
3,60177,Not Reported,Guardrail Face,4,2,9999
4,60177,Non-Collision,Rollover/Overturn,5,2,9999
0,60178,Non-Harmful Event,Cross Centerline,1,1,9999
1,60178,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,60178,Non-Collision,Rollover/Overturn,3,1,9999
0,60179,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,60179,Non-Harmful Event,Cross Median,2,1,5555
2,60179,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,60179,Non-Harmful Event,Cross Median,4,1,5555
4,60179,Non-Harmful Event,Ran Off Roadway - Left,5,1,5555
5,60179,Non-Harmful Event,Cross Median,6,1,5555
6,60179,12 Clock Point,Motor Vehicle In-Transport ,7,1,2
7,60179,Non-Harmful Event,Ran Off Roadway - Right,8,2,5555
8,60179,Not Reported,Shrubbery,9,2,9999
9,60179,Non-Harmful Event,Ran Off Roadway - Left,10,1,5555
10,60179,Not Reported,Fence,11,1,9999
0,60181,12 Clock Point,Pedestrian,1,1,9999
0,60181,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60181,Undercarriage,Curb,2,1,9999
2,60181,12 Clock Point,Fence,3,1,9999
3,60181,12 Clock Point,Fence,4,1,9999
4,60181,12 Clock Point,Ditch,5,1,9999
5,60181,Non-Collision,Rollover/Overturn,6,1,9999
0,60182,12 Clock Point,Pedestrian,1,1,9999
0,60182,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
1,60182,Non-Harmful Event,Ran Off Roadway - Right,2,3,5555
2,60182,Not Reported,Curb,3,3,9999
3,60182,Not Reported,Tree (Standing Only),4,3,9999
4,60182,Not Reported,Wall,5,3,9999
0,60184,Non-Collision,Rollover/Overturn,1,1,9999
1,60184,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,1,2
0,60185,Non-Harmful Event,Cross Centerline,1,1,5555
1,60185,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,60186,12 Clock Point,Pedestrian,1,1,9999
0,60186,12 Clock Point,Pedestrian,1,1,9999
0,60186,Non-Collision,Rollover/Overturn,1,2,9999
1,60186,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,2,1
2,60186,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",3,2,1
0,60191,12 Clock Point,Pedestrian,1,1,9999
1,60191,12 Clock Point,Motor Vehicle In-Transport ,2,2,1
2,60191,Non-Harmful Event,Ran Off Roadway - Left,3,1,5555
3,60191,12 Clock Point,Concrete Traffic Barrier,4,1,9999
0,60193,12 Clock Point,Pedestrian,1,1,9999
1,60193,Non-Collision,Fell/Jumped from Vehicle,2,1,9999
0,60194,Unknown,Pedestrian,1,1,9999
0,60197,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60197,7 Clock Point,Motor Vehicle In-Transport ,2,2,3
2,60197,7 Clock Point,Motor Vehicle In-Transport ,3,1,3
3,60197,12 Clock Point,Motor Vehicle In-Transport ,4,3,4
4,60197,Non-Harmful Event,Ran Off Roadway - Right,5,1,5555
5,60197,12 Clock Point,Traffic Signal Support,6,1,9999
0,60198,12 Clock Point,Pedestrian,1,1,9999
0,60201,12 Clock Point,Pedestrian,1,1,9999
0,60202,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60202,Not Reported,Embankment,2,1,9999
0,60202,12 Clock Point,Pedestrian,1,1,9999
0,60206,12 Clock Point,Pedestrian,1,1,9999
0,60208,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,60209,5 Clock Point,Pedalcyclist,1,1,9999
1,60209,12 Clock Point,Pedalcyclist,2,2,9999
0,60209,12 Clock Point,Pedestrian,1,1,9999
0,60211,12 Clock Point,Pedestrian,1,1,9999
0,60212,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,60213,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60213,Undercarriage,Curb,2,1,9999
2,60213,12 Clock Point,Tree (Standing Only),3,1,9999
0,60214,Non-Collision,Rollover/Overturn,1,1,9999
0,60216,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60216,Not Reported,Curb,2,1,9999
2,60216,Not Reported,Other Fixed Object,3,1,9999
3,60216,Not Reported,Utility Pole/Light Support,4,1,9999
4,60216,Not Reported,Fence,5,1,9999
0,60219,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60219,12 Clock Point,Pedestrian,2,1,9999
0,60219,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60219,Non-Collision,Rollover/Overturn,2,1,9999
0,60221,Non-Harmful Event,Cross Centerline,1,1,5555
1,60221,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,60221,Non-Harmful Event,Ran Off Roadway - Right,3,3,5555
3,60221,Non-Collision,Rollover/Overturn,4,3,9999
0,60223,12 Clock Point,Pedestrian,1,1,9999
0,60226,12 Clock Point,Pedestrian,1,1,9999
0,60227,Undercarriage,Pedalcyclist,1,1,9999
0,60228,12 Clock Point,Pedalcyclist,1,1,9999
0,60230,12 Clock Point,Pedestrian,1,1,9999
0,60231,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60231,Undercarriage,Curb,2,1,9999
2,60231,Not Reported,Pedestrian,3,1,9999
3,60231,Not Reported,Pedestrian,4,1,9999
0,60235,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60235,7 Clock Point,Guardrail Face,2,1,9999
2,60235,Non-Collision,Rollover/Overturn,3,1,9999
0,60235,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60235,12 Clock Point,Motor Vehicle In-Transport ,2,4,3
2,60235,Non-Collision,Rollover/Overturn,3,4,9999
3,60235,Not Reported,Motor Vehicle In-Transport ,4,4,5
0,60236,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,60236,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,60236,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,60236,Not Reported,Curb,4,1,9999
4,60236,Not Reported,Fence,5,1,9999
5,60236,Non-Collision,Rollover/Overturn,6,1,9999
6,60236,Not Reported,"Post, Pole or Other Supports",7,1,9999
0,60236,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,60236,12 Clock Point,Concrete Traffic Barrier,2,1,9999
0,60239,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,60239,12 Clock Point,Pedestrian,2,1,9999
2,60239,1 Clock Point,Parked Motor Vehicle ,3,1,2
3,60239,Set-In-Motion (Not a Clock Point),Parked Motor Vehicle ,4,1,3
4,60239,Set-In-Motion (Not a Clock Point),Parked Motor Vehicle ,5,1,4
0,60241,12 Clock Point,Pedestrian,1,1,9999
1,60241,Non-Harmful Event,Cross Centerline,2,1,9999
2,60241,Non-Harmful Event,Ran Off Roadway - Left,3,1,9999
3,60241,Set-In-Motion (Not a Clock Point),"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",4,1,2
4,60241,Left,Shrubbery,5,1,9999
0,60241,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60241,Left,Tree (Standing Only),2,1,9999
2,60241,Left,Other Fixed Object,3,1,9999
3,60241,Non-Collision,Rollover/Overturn,4,1,9999
0,60243,12 Clock Point,Pedestrian,1,1,9999
0,60244,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60244,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,60244,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,60244,Non-Collision,Rollover/Overturn,4,1,9999
4,60244,Non-Collision,Fire/Explosion,5,1,9999
0,60253,Non-Collision,Rollover/Overturn,1,1,9999
1,60253,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,60253,Other Objects Set-In-Motion,Guardrail Face,3,1,9999
3,60253,Not Reported,Guardrail Face,4,1,9999
0,60257,Non-Harmful Event,Cross Centerline,1,1,5555
1,60257,Left-Front Side,Parked Motor Vehicle ,2,1,2
2,60257,Non-Harmful Event,Cross Centerline,3,1,5555
3,60257,Non-Harmful Event,Ran Off Roadway - Right,4,1,5555
4,60257,12 Clock Point,"Other Post, Other Pole or Other Supports",5,1,9999
5,60257,12 Clock Point,Other Fixed Object,6,1,9999
6,60257,Non-Harmful Event,Vehicle Went Airborne,7,1,5555
7,60257,Not Reported,Parked Motor Vehicle ,8,1,3
8,60257,12 Clock Point,Utility Pole/Light Support,9,1,9999
0,60257,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,60257,12 Clock Point,Parked Motor Vehicle ,2,1,2
2,60257,8 Clock Point,Traffic Sign Support ,3,1,9999
3,60257,12 Clock Point,Pedestrian,4,1,9999
4,60257,Left-Front Half,Parked Motor Vehicle ,5,1,2
0,60257,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60257,Non-Collision,Rollover/Overturn,2,2,9999
0,60258,Non-Collision,Rollover/Overturn,1,1,9999
0,60258,Non-Harmful Event,Cross Centerline,1,1,5555
1,60258,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,60258,Non-Harmful Event,Cross Centerline,3,1,5555
3,60258,Non-Harmful Event,Ran Off Roadway - Right,4,1,5555
4,60258,Not Reported,Parked Motor Vehicle ,5,1,3
0,60259,Right-Front Side,Pedestrian,1,1,9999
1,60259,Other Objects Set-In-Motion,Parked Motor Vehicle ,2,1,2
0,60259,12 Clock Point,Pedestrian,1,1,9999
0,60260,12 Clock Point,Pedestrian,1,1,9999
0,60263,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60263,Undercarriage,Curb,2,1,9999
2,60263,Undercarriage,Curb,3,1,9999
3,60263,Non-Collision,Rollover/Overturn,4,1,9999
4,60263,Not Reported,Other Fixed Object,5,1,9999
0,60265,12 Clock Point,Pedestrian,1,1,9999
0,60266,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60266,Not Reported,Curb,2,1,9999
2,60266,Not Reported,Traffic Sign Support ,3,1,9999
3,60266,Non-Harmful Event,Re-entering Roadway,4,1,5555
0,60267,Non-Harmful Event,Cross Centerline,1,1,5555
1,60267,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,60268,12 Clock Point,Pedalcyclist,1,1,9999
0,60269,12 Clock Point,Non-Motorist on Personal Conveyance,1,1,9999
0,60271,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
0,60275,12 Clock Point,Pedestrian,1,1,9999
0,60276,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60276,Undercarriage,Curb,2,1,9999
2,60276,12 Clock Point,Boulder,3,1,9999
0,60277,12 Clock Point,Pedestrian,1,1,9999
0,60278,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60278,Non-Collision,Rollover/Overturn,2,1,9999
2,60278,Not Reported,Boulder,3,1,9999
3,60278,Other Objects Set-In-Motion,Boulder,4,1,9999
0,60281,12 Clock Point,Pedestrian,1,1,9999
0,60282,12 Clock Point,Pedalcyclist,1,1,9999
0,60284,Non-Harmful Event,Cross Centerline,1,1,9999
1,60284,Non-Harmful Event,Ran Off Roadway - Left,2,1,9999
2,60284,12 Clock Point,Wall,3,1,9999
0,60286,12 Clock Point,Pedalcyclist,1,1,9999
0,60287,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60287,Undercarriage,Curb,2,1,9999
2,60287,12 Clock Point,Guardrail Face,3,1,9999
3,60287,Left,Guardrail Face,4,1,9999
4,60287,Non-Harmful Event,Re-entering Roadway,5,1,5555
5,60287,Non-Collision,Rollover/Overturn,6,1,9999
0,60289,12 Clock Point,Non-Motorist on Personal Conveyance,1,1,9999
0,60289,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60289,Right,Embankment,2,1,9999
2,60289,Non-Collision,Rollover/Overturn,3,1,9999
0,60290,12 Clock Point,Pedestrian,1,1,9999
0,60290,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60290,12 Clock Point,Motor Vehicle In-Transport ,2,2,3
2,60290,12 Clock Point,Motor Vehicle In-Transport ,3,3,4
0,60290,12 Clock Point,Pedestrian,1,1,9999
0,60292,Unknown,Pedestrian,1,1,9999
0,60294,12 Clock Point,Pedestrian,1,1,9999
1,60294,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,60295,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60295,12 Clock Point,Bridge Rail (Includes parapet),2,1,9999
0,60296,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60296,Undercarriage,Curb,2,1,9999
2,60296,12 Clock Point,"Post, Pole or Other Supports",3,1,9999
3,60296,12 Clock Point,Tree (Standing Only),4,1,9999
0,60296,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,60296,Not Reported,Pedestrian,1,1,9999
0,60301,Non-Harmful Event,Cross Centerline,1,1,5555
1,60301,Right,Motor Vehicle In-Transport ,2,1,2
2,60301,12 Clock Point,Motor Vehicle In-Transport ,3,3,1
0,60302,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60302,Non-Harmful Event,Vehicle Went Airborne,2,1,5555
2,60302,Unknown,Tree (Standing Only),3,1,9999
0,60303,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,60303,9 Clock Point,Fence,2,1,9999
2,60303,9 Clock Point,Traffic Sign Support ,3,1,9999
3,60303,9 Clock Point,Wall,4,1,9999
4,60303,9 Clock Point,Utility Pole/Light Support,5,1,9999
5,60303,Set-In-Motion (Not a Clock Point),Parked Motor Vehicle ,6,1,2
0,60304,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60304,Not Reported,Pedestrian,2,1,9999
2,60304,Not Reported,Concrete Traffic Barrier,3,1,9999
0,60304,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60304,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,60304,Non-Harmful Event,Cross Centerline,3,1,5555
3,60304,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,60304,Right,Parked Motor Vehicle ,5,1,2
5,60304,Other Objects Set-In-Motion,Fence,6,1,9999
0,60306,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60306,12 Clock Point,Embankment,2,1,9999
0,60308,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60308,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,60308,Non-Harmful Event,Cross Centerline,3,1,5555
3,60308,Right,Motor Vehicle In-Transport ,4,1,2
0,60311,12 Clock Point,Pedestrian,1,1,9999
0,60313,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,60316,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60316,12 Clock Point,Motor Vehicle In-Transport ,2,2,3
0,60317,12 Clock Point,Pedestrian,1,1,9999
1,60317,12 Clock Point,Pedestrian,2,2,9999
0,60322,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60322,Non-Harmful Event,Cross Centerline,2,1,5555
2,60322,7 Clock Point,Motor Vehicle In-Transport ,3,1,3
0,60322,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60322,Not Reported,Curb,2,1,9999
2,60322,Not Reported,Other Fixed Object,3,1,9999
3,60322,Not Reported,Tree (Standing Only),4,1,9999
4,60322,Not Reported,Utility Pole/Light Support,5,1,9999
0,60326,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60326,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,60326,Not Reported,Utility Pole/Light Support,3,1,9999
3,60326,Non-Collision,Rollover/Overturn,4,1,9999
4,60326,Not Reported,Ditch,5,1,9999
5,60326,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",6,1,3
0,60326,12 Clock Point,Pedestrian,1,1,9999
1,60326,12 Clock Point,Pedestrian,2,2,9999
0,60327,12 Clock Point,Pedestrian,1,1,9999
0,60329,12 Clock Point,Pedestrian,1,1,9999
0,60335,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60335,12 Clock Point,Motor Vehicle In-Transport ,2,1,3
0,60340,Top,Motor Vehicle In-Transport ,1,2,1
1,60340,Non-Collision,Rollover/Overturn,2,2,9999
2,60340,12 Clock Point,Motor Vehicle In-Transport ,3,3,2
0,60340,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60340,Unknown,"Other Post, Other Pole or Other Supports",2,1,9999
2,60340,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,60340,Non-Harmful Event,Cross Centerline,4,1,5555
4,60340,Non-Harmful Event,Ran Off Roadway - Left,5,1,5555
5,60340,Unknown,Embankment,6,1,9999
6,60340,Non-Collision,Rollover/Overturn,7,1,9999
7,60340,Non-Harmful Event,Re-entering Roadway,8,1,5555
8,60340,12 Clock Point,Motor Vehicle In-Transport ,9,2,1
0,60343,12 Clock Point,Pedestrian,1,1,9999
0,60344,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,60344,Undercarriage,Curb,2,1,9999
2,60344,12 Clock Point,Guardrail Face,3,1,9999
3,60344,Non-Harmful Event,Vehicle Went Airborne,4,1,9999
4,60344,Non-Collision,Rollover/Overturn,5,1,9999
5,60344,Not Reported,Wall,6,1,9999
0,60345,12 Clock Point,Pedestrian,1,1,9999
0,60347,Non-Collision,Rollover/Overturn,1,1,9999
1,60347,Non-Harmful Event,Cross Centerline,2,1,5555
2,60347,12 Clock Point,Motor Vehicle In-Transport ,3,1,2
3,60347,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,60347,Not Reported,Parked Motor Vehicle ,5,1,3
0,60347,12 Clock Point,Pedestrian,1,1,9999
0,60349,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60349,Non-Harmful Event,Cross Centerline,2,2,5555
2,60349,12 Clock Point,Motor Vehicle In-Transport ,3,2,3
0,60350,Non-Harmful Event,Cross Centerline,1,1,5555
1,60350,12 Clock Point,Pedalcyclist,2,1,9999
2,60350,Non-Harmful Event,Ran Off Roadway - Left,3,1,5555
3,60350,Undercarriage,Curb,4,1,9999
4,60350,Other Objects Set-In-Motion,Utility Pole/Light Support,5,1,9999
0,60351,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60351,Not Reported,Concrete Traffic Barrier,2,1,9999
2,60351,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,60351,Non-Collision,Rollover/Overturn,4,1,9999
4,60351,Non-Harmful Event,Ran Off Roadway - Left,5,1,5555
5,60351,Not Reported,Concrete Traffic Barrier,6,1,9999
0,60352,12 Clock Point,Pedestrian,1,1,9999
0,60357,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60357,Non-Collision,Rollover/Overturn,2,1,9999
2,60357,Non-Collision,Fell/Jumped from Vehicle,3,1,9999
3,60357,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",4,1,3
4,60357,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",5,1,4
0,60357,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,60357,Left-Back Side,Concrete Traffic Barrier,2,1,9999
2,60357,Non-Collision,Rollover/Overturn,3,1,9999
0,60357,12 Clock Point,Pedestrian,1,1,9999
0,60358,12 Clock Point,Pedestrian,1,1,9999
0,60362,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60362,Left,Utility Pole/Light Support,2,1,9999
2,60362,Left,Utility Pole/Light Support,3,1,9999
3,60362,Not Reported,Parked Motor Vehicle ,4,1,2
0,60366,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,60367,Non-Collision,Rollover/Overturn,1,1,9999
0,60367,12 Clock Point,Pedestrian,1,1,9999
0,60368,12 Clock Point,Pedestrian,1,1,9999
0,60369,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,60372,12 Clock Point,Pedalcyclist,1,1,9999
0,60376,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60376,Not Reported,Guardrail Face,2,1,9999
2,60376,Other Objects Set-In-Motion,Guardrail Face,3,1,9999
0,60378,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,60378,10 Clock Point,Curb,2,1,9999
2,60378,2 Clock Point,Curb,3,1,9999
3,60378,10 Clock Point,Curb,4,1,9999
4,60378,2 Clock Point,Curb,5,1,9999
5,60378,4 Clock Point,Curb,6,1,9999
6,60378,Right,Tree (Standing Only),7,1,9999
0,60380,12 Clock Point,Pedestrian,1,1,9999
0,60381,Non-Harmful Event,Cross Centerline,1,1,5555
1,60381,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,60384,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60384,12 Clock Point,Motor Vehicle In-Transport ,2,2,3
2,60384,Non-Harmful Event,Ran Off Roadway - Left,3,2,5555
3,60384,Non-Collision,Fire/Explosion,4,2,9999
0,60385,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60385,Non-Collision,Fell/Jumped from Vehicle,2,1,9999
2,60385,Non-Collision,Rollover/Overturn,3,1,9999
0,60385,12 Clock Point,Pedestrian,1,1,9999
0,60386,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,60386,Right,Motor Vehicle In-Transport ,2,1,2
2,60386,12 Clock Point,Motor Vehicle In-Transport ,3,3,1
3,60386,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,60386,12 Clock Point,Concrete Traffic Barrier,5,1,9999
0,60389,12 Clock Point,Pedestrian,1,1,9999
1,60389,12 Clock Point,Pedestrian,2,1,9999
0,60389,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,60389,12 Clock Point,"Post, Pole or Other Supports",2,1,9999
2,60389,12 Clock Point,"Post, Pole or Other Supports",3,1,9999
3,60389,10 Clock Point,Curb,4,1,9999
4,60389,Non-Harmful Event,Cross Median,5,1,5555
5,60389,12 Clock Point,Motor Vehicle In-Transport ,6,1,2
0,60391,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60391,Undercarriage,Curb,2,1,9999
2,60391,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,60391,12 Clock Point,Pedalcyclist,4,1,9999
4,60391,Non-Harmful Event,Ran Off Roadway - Right,5,1,5555
5,60391,Undercarriage,Curb,6,1,9999
6,60391,5 Clock Point,Parked Motor Vehicle ,7,1,2
0,60391,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,60391,12 Clock Point,Parked Motor Vehicle ,2,1,2
2,60391,Set-In-Motion (Not a Clock Point),Parked Motor Vehicle ,3,1,3
3,60391,12 Clock Point,Parked Motor Vehicle ,4,1,3
4,60391,12 Clock Point,Parked Motor Vehicle ,5,1,3
0,60391,Non-Harmful Event,Cross Centerline,1,1,5555
1,60391,Not Reported,Pedestrian,2,1,9999
2,60391,Non-Harmful Event,Ran Off Roadway - Left,3,1,5555
3,60391,Not Reported,Parked Motor Vehicle ,4,1,2
4,60391,Not Reported,Parked Motor Vehicle ,5,1,3
0,60393,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60393,Undercarriage,Curb,2,1,9999
2,60393,Not Reported,Utility Pole/Light Support,3,1,9999
0,60394,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
